,Availability,Floor,Kitchen,Beds,Dressing,Baths,Toilets,Office,ProfSpace,PetFriendly,Armored door,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,HeatPump,SolarPanels,Thermic solar panels,WaterHeater,DoubleGlazing,BuildingType,Rent,Costs,Tenement,price,space,address,listing_type,Floors,Frontages,OutParking,LivingArea,LivingRmSurface,Bed1Surface,Bed2Surface,Furnished,TerraceSurface,Intercom,Visio phone,As built plan,Address,Website,ExtRef,Agency,YearBuilt,BldgCondition,LivingRm,DiningRm,LaundryRm,Basement,TerraceOrient,Caretaker,Elevator,Accessible,SecAccess,AirCond,TVCable,Jacuzzi,Sauna,Pool,Internet,FuelCert,PriorityPurchase,Available,Street frontage width,description,KitchenSurface,BasementSurface,Neighbourhood,Fireplaces,Terrace,GardenSurface,GardenOrient,PlanningPerm,SubdivisionPerm,ShowerRms,FloodZone,Surroundings,VirtualVisit,PropertyName,CovParking,PlanningBreach,ProfSpaceSurface,Obligation to build,AtticSurface,Bed3Surface,OfficeSurface,Attic,PlotSurface,SewerConnection,Utilities,GroundFloorSurface,LandUse,Garden,ELevel,Agent's name,LandFacingStreet,WoodedLand,RearPlot,FlatLand,Bed4Surface,EPCDesc,Bed5Surface,LotWidth,Isolated,ExtraInfo,Annexes
2811,,1.0,,3.0,,1.0,1.0,Yes,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,Yes,,"€ 1,800
1800 €","€ 150
150€",No,"€1,800 (+ €150)
1800€ + 150€ per month","3 bedrooms | 140 m²
square meters",Ask for the exact address,Duplex for rent,,3.0,,"140 m²
square meters",,,,No,,,,,"avenue Louise, 251/4
1050 - Bruxelles-Quartier Louise",http://www.rhproperty.be,5108700,RH Property,,As new,,,,,,,Yes,No,,,Yes,,,,,,,,,"Between Diamant and Montgomery, located in a beautiful Art Nouveau style architect's house, we offer several private offices for rent in an office complex. Surface between 15m² and 25m², fully renovated and available immediately. Sanitary facilities to be shared. No kitchen. Ideal for a liberal profession. Charges all included: 170€. Rent between 350€ and 550€ excluding charges. Offices located on the ground floor and first floor. Visit our website: www.rhproperty.be",,,,,,,,,,1.0,Non flood zone,,,,,,,,,,"15 m²
square meters",,,,,"140 m²
square meters",,,,,,,,,,,,,,,
2812,January 1 2023 - 12:00 AM,nan,Hyper equipped,4.0,,2.0,2.0,Yes,,,,"138 kWh/m²
kilowatt hour per square meters",C,201808140000533554014,27 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 2,700
2700 €",,No,"€2,700/month
2700€ per month","4 bedrooms | 213 m²
square meters",1170 — Watermael-Boitsfort,Town-house for rent,,2.0,,"213 m²
square meters","36 m²
square meters","16 m²
square meters","13 m²
square meters",No,"18 m²
square meters",,,,"Val des Seigneurs, 9a
1150 - Woluwe-St-Pierre",http://www.sorimo.be,5108403,Sorimo - Bruxelles,2022.0,As new,,,,,,,,,,,,,,,,,,Depending on the tenant,,"Ideally located between the Quartier des Trois Tilleuils and the municipal house of Watermael-Boitsfort, in the immediate vicinity of Parc Seny, on a plot of land of +/- 2 ares 84, beautiful house renovated in 2022 of +/- 213 m² composed as follows: On the ground floor; entrance hall, separate toilet, office, access to terrace and garden, garage, double parking space outside and laundry room. On the 1st floor; hall, living room of +/- 36,5 m², terrace and new fully equipped kitchen. On the 2nd floor; night hall, separate toilet, 3 bedrooms and bathroom. On the 3rd floor; 1 bedroom with shower room. EPB C- 138 kWh/m²/year - 27 kg CO²/m²/year. Available on 01/01/2023.","14 m²
square meters",,Est de Bruxelles + VL,,,"170 m²
square meters",,,,1.0,Non flood zone,Isolated,,,1.0,,,,,"12 m²
square meters","15 m²
square meters",,"284 m²
square meters",,,,,,,,,,,,"12 m²
square meters",,,,,,
2813,,3.0,Installed,1.0,No,nan,1.0,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,Yes,All kind,"€ 800
800 €","€ 160
160€",No,"€800 (+ €160)
800€ + 160€ per month","1 bedroom | 60 m²
square meters",1060 — Saint-Gilles - Sint-Gillis,Apartment for rent,3.0,2.0,,"60 m²
square meters","40 m²
square meters","60 m²
square meters",,Yes,,Yes,No,,,,,,1870.0,As new,,,,,,No,No,No,No,No,Yes,No,No,No,Yes,,,Immediately,10 m,,"6 m²
square meters",,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814,March 1 2023 - 12:00 AM,6.0,Installed,2.0,,1.0,1.0,,,,,"173 kWh/m²
kilowatt hour per square meters",D,Not specified,Not specified,Not specified,,,,,,Yes,,"€ 1,575
1575 €","€ 155
155€",No,"€1,575 (+ €155)
1575€ + 155€ per month","2 bedrooms | 107 m²
square meters",1060 — SINT-GILLIS,Apartment for rent,6.0,4.0,,"107 m²
square meters","31 m²
square meters",,,No,"18 m²
square meters",,Yes,No,"Hollebeekstraat 163A
1630 - Linkebeek",http://www.clavisimmo.be,15042 - JOURDAN 85-6,Clavis Immo,,,,,,Yes,,,Yes,,,,,,,,,,,Depending on the tenant,,"SAINT-GILLES / JOURDAN 85 - Ideally located in a quiet and residential area while benefiting from the facilities of the Louise/Toison d'Or district. Very nice 2 bedroom apartment of ±107m² + terrace and balcony of ±18m² located on the 6th and last floor of a modern building near Goulet Louise and Avenue de la Toison d'Or. It includes: Entrance hall with toilet and cupboards, living room ±31m², hyper-equipped kitchen, night hall with toilet, 2 bedrooms (±14 & 9m²), bathroom and laundry room. Cellar in the basement. Its assets: Individual gas boiler, double glazed frames and bike room. Near metro (Hotel des Monnaies). Possibility to rent a parking space. PEB: D. Available from March 1, 2023. Rent: €1.575 per month + charges: €155 per month(Provisions common parts, insurance, boiler maintenance, management fees). For more info/a visit ==>> 02 670 19 70, info@clavisimmo.be & www.clavisimmo.be.",,,,,,,,,,,,"Living area (residential, urban or rural)",,JOURDAN 85,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,March 15 2023 - 12:00 AM,4.0,Installed,1.0,,1.0,1.0,,,,,"37 kWh/m²
kilowatt hour per square meters",A,Not specified,63 kg CO₂/m²,Not specified,Gas,,,,,,,"€ 1,500
1500 €","€ 250
250€",No,"€1,500 (+ €250)
1500€ + 250€ per month","1 bedroom | 60 m²
square meters",1000 — Bruxelles,Apartment for rent,10.0,,,"60 m²
square meters","25 m²
square meters","12 m²
square meters",,Yes,,,Yes,,"Avenue Louise 251
1050 - Ixelles",http://www.castell-management.com,5107845,Castell Management,,Good,,,,Yes,,,Yes,Yes,,,,,,No,,,,Depending on the tenant,,"Located on Avenue Louise close to the Abbey of Cambre, in a new building by Marc Corbiau, furnished en-suite apartment of ± 55 sqm. Located on the fourth floor, the apartment has a living room, a fully equipped kitchen. A separate bedroom and walk-in closet, Italian-style shower room. Other: Sun shade, electric blinds, security door, laundry area, cellar, balcony, nice finishing and quality furnishings, first occupation. PEB: new project. K = 37, E = 63. The neighborhood of the Abbaye de la Cambre is a wonderful typical Brussels area, surrounded by local shops. It offers easy access to public transport. It is not far from downtown and the Avenue Louise. For further information, please contact Romain Laloux at +32 (0) 473 17 08 12.",,,Bruxelles Sud et Centre,,Yes,,,,,1.0,Non flood zone,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,Mixed living area (accommodation & economic activities),,,,,,,,,,,,,,
2816,February 1 2023 - 12:00 AM,1.0,USA hyper equipped,1.0,,1.0,1.0,,,,,"228 kWh/m²
kilowatt hour per square meters",E,Not specified,48 kg CO₂/m²,Not specified,,,,,,,,"€ 1,150
1150 €","€ 70
70€",No,"€1,150 (+ €70)
1150€ + 70€ per month","1 bedroom | 114 m²
square meters",1030 — Schaerbeek,Apartment for rent,4.0,2.0,,"114 m²
square meters",,"21 m²
square meters",,No,"12 m²
square meters",Yes,Yes,,"Avenue des Cerisiers, 95
1200 - Woluwe-St-Lambert",http://www.immoabita.be,5108532,ABITA IMMO,1909.0,As new,Yes,,,,,,No,No,,,,,,No,,,,Depending on the tenant,,"! NEW ! VIDEO SUR DEMANDE ! Abita vous propose en exclusivité un magnifique appartement entièrement R©NOV© de 1 chambre dans une maison de maitre. L'appartement est situé au 1er dans une petite copropriété sans ascenseur située dans la belle avenue eisenhower. C'est une seconde location après rénovation. L'appartement dispose d'un GRAND LIVING, d'une cuisine équipée (cuisinière, four, frigo/congel), de 1 chambres de 22m), d'une salle de bain avec évier. GRAND PLUS belle terrasse orienté Sud ! Charges : 70 € de provision pour le chauffage / 20€ de charge commune/ eau et électricité individuelle Le bien est libre le 1/01/2023. VISITES ET INFOS avec Monsieur Meulders au 0499/19.71.00. ou b.meulders@immoabita.be - QUARTIER TRES CALME. Se loueratrès rapidement. Visites & Infos : au 02/726.89.75",,,,,,,,,,1.0,Non flood zone,Isolated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817,,12.0,Hyper equipped,2.0,,1.0,2.0,,,,,"72 kWh/m²
kilowatt hour per square meters",B,402647-N-7-83-1-2,14 kg CO₂/m²,Not specified,Gas,,,,Yes,Yes,,"€ 1,250
1250 €","€ 300
300€",No,"€1,250 (+ €300)
1250€ + 300€ per month","2 bedrooms | 123 m²
square meters",Ask for the exact address,Apartment for rent,42.0,2.0,,"123 m²
square meters","40 m²
square meters","16 m²
square meters","13 m²
square meters",No,"10 m²
square meters",Yes,Yes,,"Rue Paul Devigne 70 boite 33
1030 - Schaerbeek",http://www.antoined.be,,Antoine D.,2014.0,As new,,,Yes,,North West,Yes,Yes,Yes,,,Yes,,,,,,,After signing the deed,10 m,,,"3 m²
square meters",,,,,,Yes,,1.0,Non flood zone,,,,1.0,No,,,,,,,,,,,"Living area (residential, urban or rural)",,,ANTOINE D.,,,,,,,,,,,
2818,March 1 2023 - 12:00 AM,6.0,Hyper equipped,2.0,No,nan,2.0,,,,,"173 kWh/m²
kilowatt hour per square meters",D,20111011-0000019799-01-8,Not specified,Not specified,Gas,No,,,,Yes,,"€ 1,575
1575 €",,No,"€1,575/month
1575€ per month","2 bedrooms | 107 m²
square meters",1060 — Saint-Gilles,Apartment for rent,,,,"107 m²
square meters","31 m²
square meters","14 m²
square meters","9 m²
square meters",No,"18 m²
square meters",,,,"Boulevard de la Woluwe 46 bte11
1200 - Woluwe-St-Lambert",http://www.homeinvestbelgium.be,,Home Invest Belgium sa,,As new,,,,Yes,North West,No,Yes,,No,,,,,No,,,,,,"Nice 2 bedroom apartment 107 m² + terrace and balcony 18 m² located on the 6th and last floor of a modern building near the Goulet Louise and Avenue de la Toison d'Or. It consist of: entrance hall with toilet, living room 31m ², fully equipped kitchen, hall with toilet, 2 bedrooms (14 and 9 m²), bathroom and laundry. Cellar. Individual gas boiler and frame double glazing. Near metro (Hôtel des Monnaies). Possibility parking. PEB D. Costs 155€ (common, insurance, maintenance boiler, management fees). Information and visits: 02/899 43 21 solutions@homeinvest.be. Free.",,,,,,,,,,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819,,1.0,,2.0,No,nan,,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,No,All kind,"€ 1,200
1200 €",,No,"€1,200/month
1200€ per month","2 bedrooms | 70 m²
square meters",1140 — Evere,Apartment for rent,4.0,,,"70 m²
square meters","16 m²
square meters","18 m²
square meters","10 m²
square meters",,,,,,,,,,,Just renovated,,,Yes,,,,,,,,,,,,,,,Immediately,,"3 apartements of about 70 m² and a studio to rent at avenue Notre-Dame 54, 1140 Evere.

500m from Evere train station, 10 min bike from NATO.

Public transport and shops down the street.

Rent:
- 1st floor: 1300 €/month
- 2nd floor: 1200 €/month
- 3rd floor: 1200 €/month
- 4th floor (studio): 800€/month

The 3rd floor is ""equipped"" with solar panels.

Separate counters (water/gas/electricity).

No animals.","12 m²
square meters",,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820,,nan,Hyper equipped,9.0,,7.0,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,,,,Yes,Yes,,"€ 650
650 €","€ 250
250€",No,"€650 (+ €250)
650€ + 250€ per month","9 bedrooms | 300 m²
square meters",1050 — Ixelles,Studio for rent,4.0,,,"300 m²
square meters","62 m²
square meters",,,Yes,,Yes,,,"Quai paul verlaine 2/2
6000 - Charleroi",http://www.ikoab.com,,IKOAB,,Just renovated,,Yes,Yes,Yes,,,,,,,,,,,,,,Immediately,,"Located rue Jean d'Ardenne, a stone's throw from the Avenue Louise, this charming 300 m² shared house is composed of 9 bedrooms, 7 bathrooms, 62 m² of common areas (living room, kitchen, dining room) and a terrace and garden. The distribution of the rooms is as follows:

Price (excluding charges) and surface area of the rooms:
Room 1 private bathroom: 575€ - 11,5 m2
Room 2 private bathroom : 575€ - 12 m2
Room 3 private bathroom : 575€ - 14 m2
Room 4 private bathroom : 650€ - 19,5 m2
Room 5 private bathroom : 650€ - 19,5 m2
Room 6 shared bathroom : 650€ - 19,5 m2
Room 7 shared bathroom : 650€ - 19,5 m2
Room 8 shared bathroom : 600€ - 19,5 m2
Room 9 shared bathroom : 600€ - 19,5 m2- The charges are 250€ per room/month. These charges must be added to the cost of the rent. They include TV, internet, gas, electricity, water, washing machine, dryer, maintenance service and weekly cleaning (once a week in the communal areas and once every two weeks in the private rooms);
- All our accommodations are fully furnished and equipped with
- 2 months of guarantee are required (2 months of rent excluding charges)
- Our contracts are for a minimum of 6 months.
- Registration is possible

For more information or to arrange a visit, please contact us on +32 2 660 68 19.

Do not hesitate to visit our website http://ikoab.com if you are looking for other accommodation.",,,,,Yes,,,,,7.0,,"Living area (residential, urban or rural)",,Maison Jean d'Ardenne,,,,,,,,,,,,,,,,Ikoab,,,,,,,,,,,
2821,December 1 2022 - 12:00 AM,4.0,USA hyper equipped,2.0,,1.0,1.0,,,,,"39 kWh/m²
kilowatt hour per square meters",A,557740-N-1-32-3-2,9 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 1,300
1300 €","€ 79
79€",No,"€1,300 (+ €79)
1300€ + 79€ per month","2 bedrooms | 89 m²
square meters",1140 — Evere,Apartment for rent,5.0,2.0,,"89 m²
square meters","30 m²
square meters","15 m²
square meters","10 m²
square meters",No,"6 m²
square meters",,Yes,,"Drève Richelle 197
1410 - Waterloo",http://www.immokeystone.be,5107789,Immokeystone,2016.0,As new,,,,Yes,,,Yes,,,,Yes,,,No,,,,Immediately,,"Evere : Keystone Real Estate invites you to discover this 89m² (Gross) apartment on the 4th floor (with elevator) in a recent building with 2 bedrooms (15 and 10m²), close to all amenities, major roads and the Nato. You will also benefit from a secure parking space under the building included in the price! It is composed as follows: an entrance hall with a separate toilet, a living room with an access to the terrace (SW), an open kitchen (Full equipped), a night hall with a laundry room (Space for a washing machine and storage), a bathroom (bathtub with shower, washbasins), two bedrooms 15m² and 10m². Electric shutters, a cellar, bicycle room (Individual meters: water, gas and electricity). LOW ENERGY CONSUMPTION (PEB A-) ! COMMON CHARGES+- 79€/month !","10 m²
square meters",,,,,,,,,,,Urban,Link to the virtual visit,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2822,December 1 2022 - 12:00 AM,nan,USA hyper equipped,3.0,,2.0,3.0,Yes,,,,"149 kWh/m²
kilowatt hour per square meters",C,Not specified,32 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 2,950
2950 €",,No,"€2,950/month
2950€ per month","3 bedrooms | 350 m²
square meters",Ask for the exact address,Exceptional property for rent,,2.0,1.0,"350 m²
square meters","55 m²
square meters","40 m²
square meters","18 m²
square meters",No,"17 m²
square meters",Yes,Yes,,"Place Burgmann 10B
1050 - Ixelles",http://www.vaneau-lecobel.be,5107365,Vaneau Lecobel Location,,Just renovated,,Yes,,,,,No,No,,,Yes,,,No,,,,Immediately,14.5 m,"Close to Place Sainte Catherine and rue Antoine Dansaert, superb loft behind the house with a total area of ± 350 m² served on 4 levels. It consists of an entrance hall, a large living room (± 55 m²), a fully equipped kitchen, a large dining area (± 45 m²), 3 beautiful bedrooms including the suite parental (± 40 m²) with an adjoining bathroom and shower, an independent bathroom, a laundry room and a water closet. Beautiful terrace (± 18.65 m²) and several balconies. Large garage included. Quality materials and plenty of storage. All charges are individual. PEB C-. To discover as soon as possible!!","22 m²
square meters",,,,,,,,,,Non flood zone,,,,1.0,,,,,"11 m²
square meters",,,"385 m²
square meters",,Yes,"385 m²
square meters","Living area (residential, urban or rural)",,,,,,,,,,,,,,
2823,December 1 2022 - 12:00 AM,nan,USA hyper equipped,3.0,,2.0,3.0,Yes,,,,"149 kWh/m²
kilowatt hour per square meters",C,Not specified,32 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 2,950
2950 €",,No,"€2,950/month
2950€ per month","3 bedrooms | 350 m²
square meters",Ask for the exact address,Loft for rent,3.0,2.0,1.0,"350 m²
square meters","55 m²
square meters","40 m²
square meters","18 m²
square meters",No,"17 m²
square meters",Yes,Yes,,"Place Burgmann 10B
1050 - Ixelles",http://www.vaneau-lecobel.be,5107360,Vaneau Lecobel Location,,Just renovated,,Yes,,,,,No,No,,,Yes,,,No,,,,Immediately,14.5 m,"Close to Place Sainte Catherine and rue Antoine Dansaert, superb loft behind the house with a total area of ± 350 m² served on 4 levels. It consists of an entrance hall, a large living room (± 55 m²), a fully equipped kitchen, a large dining area (± 45 m²), 3 beautiful bedrooms including the suite parental (± 40 m²) with an adjoining bathroom and shower, an independent bathroom, a laundry room and a water closet. Beautiful terrace (± 18.65 m²) and several balconies. Large garage included. Quality materials and plenty of storage. All charges are individual. PEB C-. To discover as soon as possible!!","22 m²
square meters",,,,,,,,,,Non flood zone,,,,1.0,,,,,"11 m²
square meters",,,,,,"385 m²
square meters","Living area (residential, urban or rural)",,,,,,,,,,,,,,
2824,December 1 2022 - 12:00 AM,1.0,,1.0,,1.0,1.0,,,,,"173 kWh/m²
kilowatt hour per square meters",D,Not specified,34 kg CO₂/m²,Not specified,Gas,,,,,,,"€ 1,100
1100 €","€ 50
50€",No,"€1,100 (+ €50)
1100€ + 50€ per month","1 bedroom | 87 m²
square meters",1030 — Schaerbeek,Apartment for rent,3.0,2.0,,"87 m²
square meters",,"18 m²
square meters",,No,,Yes,,,"Avenue Baron Albert d'Huart 130
1950 - Kraainem",http://www.latouretpetit.be,5095104,Latour et Petit Location,,Good,Yes,,,,,,No,No,,,,,,No,,,,Immediately,,"SCHAERBEEK, Voltaire, close to the Josaphat Park, bright APARTMENT (1 bedroom/1 bathroom) of 87 m² with mouldings and charm. Located on the first floor of a mansion, it consists of a living room, dining room, separate kitchen, 1 bedroom with electric shutters of 18,5 m², bathroom with toilet. Bicycle room. PEB D. Provisions charges: +50€/month (cold water and common). To discover at L&P!",,,1 - Bruxelles Est,,,,,,,1.0,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825,,1.0,,,,nan,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,No,No,No,No,No,All kind,"€ 900
900 €","€ 20
20€",No,"€900 (+ €20)
900€ + 20€ per month",,Ask for the exact address,Apartment for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immediately,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826,,3.0,Installed,2.0,,1.0,2.0,,,,,"168 kWh/m²
kilowatt hour per square meters",D,20220603-0000614073-01-6,Not specified,Not specified,Gas,,,,,,,"€ 1,250
1250 €","€ 150
150€",No,"€1,250 (+ €150)
1250€ + 150€ per month","2 bedrooms | 90 m²
square meters",1150 — WOLUWÉ-SAINT-PIERRE,Apartment for rent,5.0,,,"90 m²
square meters","30 m²
square meters",,,No,,,,No,"Av G.Dossin de st Georges 5 bte 6
1050 - Ixelles",http://www.contigo.immo,8746 - 1413,Contigo Ixelles,,,,,,Yes,,,Yes,,,,,,,,,,,Immediately,,"Sorry, there is no English translation. Woluwe-Saint-Pierre - Montgomery, à deux pas du Parc de Woluwe : Magnifique appartement deux chambres situé au 3e étage avec ascenseur, composé comme suit : Un hall d'entrée avec armoire et WC séparé, un spacieux séjour de +-30m² avec cuisine ouvert super-équipée et accès à un balcon à l'avant, une salle de bain avec baignoire, machine à laver et second WC, deux chambres de 12m² dont une avec accès à la terrasse arrière. Grande cave, double vitrage partout, parquet au sol. Charges 150€ : Provision pour le chauffage, l'eau, l'entretien des communs et l'ascenseur. Disponible immédiatement. PEB : D+ Localisation idéale, à proximité immédiate de nombreux transports en commun et commerces. Adécouvrir sans plus tarder ! Visite virtuelle : https://nodalview.com/s/0o3PutoYD6HOSg0hcAUgBL",,,,,,,,,,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2827,March 1 2023 - 12:00 AM,nan,Installed,2.0,No,1.0,1.0,No,No,,No,Not specified,Not specified,Not specified,Not specified,Not specified,,No,No,No,No,Yes,All kind,"€ 1,160
1160 €","€ 150
150€",No,"€1,160 (+ €150)
1160€ + 150€ per month","2 bedrooms | 85 m²
square meters",1083 — Ganshoren,Ground floor for rent,3.0,2.0,,"85 m²
square meters","20 m²
square meters","10 m²
square meters","12 m²
square meters",,"24 m²
square meters",No,Yes,,,,,,1976.0,,,Yes,,,North East,No,No,No,No,No,Yes,No,No,No,No,,,,,,"6 m²
square meters",,,,,"120 m²
square meters",North East,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2828,,2.0,Installed,3.0,,1.0,2.0,,,,,"427 kWh/m²
kilowatt hour per square meters",G,20161208-0000366203-01-2,92 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 1,150
1150 €","€ 100
100€",No,"€1,150 (+ €100)
1150€ + 100€ per month","3 bedrooms | 91 m²
square meters",Ask for the exact address,Duplex for rent,3.0,2.0,,"91 m²
square meters","26 m²
square meters","17 m²
square meters","12 m²
square meters",No,"11 m²
square meters",Yes,,,"Rue J.B. Meunier 4/1
1050 - Bruxelles",,,Limmob,,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,"11 m²
square meters",,Yes,,,,,,,,LIMMOB depuis 1990,,,,,,,,,,,
2829,December 1 2022 - 12:00 AM,nan,Installed,2.0,No,nan,1.0,,,,,"289 kWh/m²
kilowatt hour per square meters",F,20221006-0000622272-01-9,Not specified,Not specified,Gas,No,,,,Yes,,"€ 1,300
1300 €",,No,"€1,300/month
1300€ per month",2 bedrooms,1050 — Ixelles,Ground floor for rent,,,,,"18 m²
square meters","12 m²
square meters","14 m²
square meters",No,"28 m²
square meters",,,,"Rue des Combattants, 136
1310 - La Hulpe",http://www.dumontgestion.be,,Immo Dumont,,Good,,,,,North West,No,Yes,,No,,,,,No,,,,,,"(information and visits: 0471 94 81 23 ) In the very appreciated district of Solbosh, avenue Buyl 196 apartment of 83 m2 on the first floor 2 Rooms in a small building composed of a living room - a US kitchen - a bathroom with Italian shower - separate WC - a balcony - a terrace and a very big garden. Rent: 1.300 € + Charges: 250 EUR common charges and heating - Available on the 01/12/2022 (not to be missed!)","11 m²
square meters",,,,,,North West,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,
2830,March 1 2023 - 12:00 AM,2.0,USA hyper equipped,2.0,,2.0,2.0,,,,Yes,"64 kWh/m²
kilowatt hour per square meters",B,630994-N-1-11-4-3,13 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 1,600
1600 €","€ 150
150€",No,"€1,600 (+ €150)
1600€ + 150€ per month","2 bedrooms | 103 m²
square meters",1050 — Ixelles,Apartment for rent,10.0,,,"103 m²
square meters","42 m²
square meters","22 m²
square meters","11 m²
square meters",No,"10 m²
square meters",Yes,Yes,,"Avenue Louise 251
1050 - Ixelles",http://www.castell-management.com,4181919,Castell Management,1970.0,As new,,,,Yes,,,Yes,Yes,,,Yes,,,No,,,,Depending on the tenant,,"Located on Avenue Louise, in a new exterior building signed Marc Corbieau, two-bedroom apartment located on the 2th floor with an area of ??± 103 m². The apartment consists of an entrance hall giving on the one hand on the living room with kitchen Bulthaupp fully equipped, a living room and a dining room overlooking the terrace. On the other hand, on the night side, consisting of two bedrooms with a bathroom and a shower room. Others: Laundry, building low consumption, cellar. Possibility to rent an indoor parking at a price of 150 € / month. The Louise district is known for its proximity to the shops and its large choice of restaurants. Easy and quick access to the city center and surrounding communities thanks to the many public transport. For further information, please contact Romain Laloux +32 (0) 473 17 08 12.",,,Bruxelles Sud et Centre,,,,,,,1.0,Non flood zone,Urban,,,,,,,,,,,,,,,Economic activity area,,,,,,,,,,,,,,
2831,December 1 2022 - 12:00 AM,3.0,Semi equipped,2.0,,1.0,1.0,,,,,"189 kWh/m²
kilowatt hour per square meters",D,20221109-0000625063-01-1,38 kg CO₂/m²,Not specified,Gas,,,Yes,,Yes,,"€ 1,200
1200 €","€ 200
200€",No,"€1,200 (+ €200)
1200€ + 200€ per month","2 bedrooms | 92 m²
square meters",1000 — Bruxelles,Duplex for rent,3.0,2.0,,"92 m²
square meters","40 m²
square meters","15 m²
square meters","12 m²
square meters",No,,Yes,,,"Rue Royale 178
1000 - Bruxelles",http://www.century21royale.be,4981447,Century 21 Royale,,Good,,,,Yes,,,No,No,,,Yes,,,No,,,,Immediately,,"In the centre of Brussels, Century 21 Royale offers you this beautiful two bedroom flat of 80m². The flat is located on the 3nd floor of a small condominium and is composed as follows: a large bright living room divided into two parts (dining room and living room) of +/- 40m², an open kitchen equipped (oven, host, gas stove, dishwasher, fridge, storage drawer). On the first floor: two beautiful bedrooms, one of +/- 15m² and the second of +/- 12m², a bathroom + a place for a washing machine, a terrace with view on the garden of +/- 6m². The rent is 1.200,00€ + 200,00€ of provisional charges which include: cold/hot water, heating and common parts. To visit without further delay, contact us at: 02.770.70.21 or by e-mail: info@century21royale.be.",,,,,Yes,,,,,,Non flood zone,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2832,January 4 2023 - 12:00 AM,40.0,USA hyper equipped,2.0,,2.0,2.0,,,,Yes,"113 kWh/m²
kilowatt hour per square meters",C,402647-N-7-252-1-2,17 kg CO₂/m²,Not specified,Gas,,,,,Yes,,"€ 3,000
3000 €","€ 200
200€",No,"€3,000 (+ €200)
3000€ + 200€ per month","2 bedrooms | 135 m²
square meters",1000 — Bruxelles,Apartment for rent,42.0,4.0,,"135 m²
square meters","50 m²
square meters","23 m²
square meters","12 m²
square meters",Yes,"60 m²
square meters",Yes,Yes,,"Rue Royale 178
1000 - Bruxelles",http://www.century21royale.be,5107663,Century 21 Royale,2015.0,As new,,,,Yes,,Yes,Yes,Yes,,,,,,Yes,,,,Depending on the tenant,,"Century 21 Royale proposes you this splendid apartment of high standing of 135m ² located at the 40th floors of the tower Upsite. Located in a very quiet area, its location has many advantages. At 5 min from the center of Brussels and well served in terms of amenities. The apartment is composed as follows: an entrance hall, a fully equipped kitchen, a large and bright living room, 2 bedrooms, 2 shower rooms with WC, a laundry room and a large terrace, a cellar. The whole with a splendid view on Brussels. A parking place is possible (120 €). The charges amount to 200€ for the common charges. Electricity, gas and water are individual. Concierge 24/24, accessibility to the cinema room, spa and games room. To visit without further delay, contact us at : 02.770.70.21 or by e-mail : info@century21royale.be",,,,,,,,,,2.0,,Isolated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
